CONTROL_SECTION,LOGMILE_FROM,LOGMILE_TO,LENGTH,AVG_ADT,FUNCTIONAL_CLASS,HIGHWAY_CLASS,CLASS_DESC,MED_TYPE,MED_TYPE_DESC,MEDIAN_WIDTH,MED_PRESENCE,NUM_LANES,PAVEMENT_WIDTH,AVG_LANE_WIDTH,INTERSECTION,TOT_CRASH,AVG_CRASH
827-22,1.65,8.41,6.76,1570,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
827-22,0.5,1.07,0.57,1317,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
827-22,0,0.5,0.5,1333,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
827-25,0.81,1.49,0.68,430,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
827-30,0,0.25,0.25,3733,14,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
827-32,1.2,1.4,0.2,210,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
827-33,0,0.46,0.46,4000,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
827-33,0.46,0.72,0.26,4120,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
827-34,0,2.98,2.98,420,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
828-03,3.19,4.19,1,1782,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
828-03,4.91,6.06,1.15,1803,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,18,6.00
828-03,4.19,4.91,0.72,1817,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
828-03,4.19,4.91,0.72,1960,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
828-03,0,1.66,1.66,1797,19,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,11,3.67
828-03,1.66,3.19,1.53,1914,19,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
828-03,1.66,3.19,1.53,1960,19,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
828-04,1.02,0,1.02,1845,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,13,4.33
828-05,0.05,1.14,1.09,8594,16,6,Urban 4 Lane,1,Undivided,0,0,4,45,11.25,0,70,23.33
828-05,1.14,1.79,0.65,13896,16,6,Urban 4 Lane,1,Undivided,0,0,4,45,11.25,0,55,18.33
828-05,0,0.05,0.05,9550,19,6,Urban 4 Lane,1,Undivided,0,0,4,45,11.25,0,8,2.67
828-05,3.73,4.52,0.79,13865,16,6,Urban 4 Lane,1,Undivided,0,0,4,52,13,0,20,6.67
828-05,2.29,3.73,1.44,13875,16,6,Urban 4 Lane,1,Undivided,0,0,4,52,13,0,60,20.00
828-05,1.79,2.29,0.5,13880,16,6,Urban 4 Lane,1,Undivided,0,0,4,52,13,0,15,5.00
828-08,2.5,3.05,0.55,1470,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
828-08,3.05,5.23,2.18,1530,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
828-08,0,2.5,2.5,1539,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
828-10,0,0.48,0.48,3125,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
828-11,0,0.5,0.5,7100,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
828-11,0.5,2.52,2.02,7105,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,20,6.67
828-11,2.52,3.52,1,7131,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
828-12,5.21,5.58,0.37,26200,16,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,1,0.33
828-12,5.21,5.58,0.37,28774,16,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,46,15.33
828-12,0,2.44,2.44,28037,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,145,48.33
828-12,2.44,5.21,2.77,28968,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,278,92.67
828-14,0,1.78,1.78,13715,14,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,73,24.33
828-14,1.78,2.7,0.92,13763,14,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,40,13.33
828-14,2.7,4.41,1.71,13807,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,41,13.67
828-15,0,3.12,3.12,9885,16,5,Urban 2 Lane,9,Continuous Turn Lane,0,0,2,22,11,0,176,58.67
828-15,3.12,3.84,0.72,10000,16,5,Urban 2 Lane,9,Continuous Turn Lane,0,0,2,22,11,0,38,12.67
828-20,0,0.22,0.22,7120,19,6,Urban 4 Lane,1,Undivided,0,0,4,52,13,0,10,3.33
828-21,0.35,1.09,0.74,1890,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
828-21,0,0.35,0.35,1918,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
828-23,1.67,0.74,0.93,26492,14,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,118,39.33
828-23,0.74,0,0.74,26647,14,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,102,34.00
828-23,2.2,1.67,0.53,9898,14,6,Urban 4 Lane,1,Undivided,0,0,4,49,12.25,0,57,19.00
828-25,2.02,4.34,2.32,3813,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
828-25,4.34,4.58,0.24,4000,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
828-25,0,2.02,2.02,3817,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,12,4.00
828-25,4.58,5.46,0.88,3600,16,5,Urban 2 Lane,,,0,0,2,24,12,0,3,1.00
828-28,0,1.03,1.03,6598,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,40,13.33
828-28,1.03,3.53,2.5,6640,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,25,8.33
828-29,0,2.02,2.02,817,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
828-30,0,2.49,2.49,822,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,5,1.67
828-31,0,1.16,1.16,560,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
828-32,2.16,3.15,0.99,6800,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
828-32,0,0.63,0.63,6560,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
828-32,0.86,2.16,1.3,6667,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
828-32,0.86,2.16,1.3,6800,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
828-34,0,1.7,1.7,1785,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
828-34,1.7,3.14,1.44,1870,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
828-34,3.14,3.18,0.04,1610,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
828-37,0,0.23,0.23,3200,17,5,Urban 2 Lane,1,Undivided,0,0,2,18,9,0,4,1.33
828-37,0.23,0.76,0.53,3385,17,5,Urban 2 Lane,1,Undivided,0,0,2,18,9,0,13,4.33
828-38,1.39,0.47,0.92,9905,14,6,Urban 4 Lane,1,Undivided,0,0,4,42,10.5,0,123,41.00
828-38,0.47,0,0.47,9910,16,6,Urban 4 Lane,1,Undivided,0,0,4,42,10.5,0,39,13.00
828-38,2.04,1.39,0.65,9888,17,6,Urban 4 Lane,1,Undivided,0,0,4,42,10.5,0,16,5.33
828-39,0,0.13,0.13,44067,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,123,41.00
828-39,0.13,2.17,2.04,44126,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,925,308.33
828-39,2.17,3.36,1.19,43914,14,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,216,72.00
828-39,2.17,3.36,1.19,44600,14,5,Urban 2 Lane,1,Undivided,0,0,4,22,5.5,0,121,40.33
828-39,3.36,9.56,6.2,43614,14,5,Urban 2 Lane,,,0,0,2,22,11,0,281,93.67
828-39,3.36,9.56,6.2,44600,14,7,Urban 4 Lane Divided,,,0,0,4,22,5.5,0,71,23.67
828-43,0,0.53,0.53,12193,14,6,Urban 4 Lane,1,Undivided,0,0,4,45,11.25,0,61,20.33
828-44,0.04,0.72,0.68,13100,16,5,Urban 2 Lane,9,Continuous Turn Lane,0,0,2,24,12,0,20,6.67
828-44,0,0.04,0.04,13200,16,5,Urban 2 Lane,9,Continuous Turn Lane,0,0,2,24,12,0,6,2.00
828-44,0.72,1.13,0.41,13110,16,7,Urban 4 Lane Divided,8,Divided- Other,12,1,4,48,12,0,20,6.67
828-45,1.07,2.19,1.12,44782,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,216,72.00
828-45,0.81,1.07,0.26,44934,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,131,43.67
828-45,0,0.81,0.81,45343,14,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,72,24.00
828-47,0,0.19,0.19,1943,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
829-04,3.04,7.05,4.01,1393,8,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,31,10.33
829-04,0.54,3.04,2.5,1418,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
829-07,0,0.22,0.22,7200,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
829-10,0,0.07,0.07,2500,17,5,Urban 2 Lane,9,Continuous Turn Lane,0,0,2,36,18,0,2,0.67
829-10,0.26,2.9,2.64,1719,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,19,6.33
829-10,2.9,5.51,2.61,1632,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,11,3.67
829-10,0.07,0.19,0.12,1985,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
829-11,1.48,1.98,0.5,390,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
829-11,0.64,1.02,0.38,397,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
829-11,1.02,1.48,0.46,405,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,13,4.33
829-11,0,0.45,0.45,400,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
829-12,2.58,5.73,3.15,1190,19,5,Urban 2 Lane,,,0,0,2,22,11,0,1,0.33
829-13,2.15,3.72,1.57,1950,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
829-13,0,0.33,0.33,2590,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,5,1.67
829-13,0.33,2.15,1.82,2333,19,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
829-14,0,0.05,0.05,1710,19,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
829-14,0.72,0.78,0.06,2500,19,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
829-15,10.13,19.35,9.22,967,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,47,15.67
829-15,0,10.13,10.13,2888,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,58,19.33
829-18,0,0.07,0.07,2300,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
829-20,0,0.06,0.06,7917,17,5,Urban 2 Lane,1,Undivided,0,0,2,16,8,0,6,2.00
829-21,0.02,0.44,0.42,1483,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
829-22,1.51,2.52,1.01,2900,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,8,2.67
829-22,2.96,3.66,0.7,2969,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,13,4.33
829-22,2.52,2.96,0.44,3015,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,13,4.33
829-22,3.86,4.1,0.24,3700,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
829-22,3.66,3.86,0.2,3727,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
829-22,4.1,4.19,0.09,3800,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
829-22,0,1.51,1.51,2960,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,25,8.33
829-23,0,0.73,0.73,2140,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,8,2.67
829-24,0,0.5,0.5,12206,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,36,12.00
829-24,0.5,0.63,0.13,12244,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,9,3.00
829-24,0.63,0.7,0.07,13000,17,5,Urban 2 Lane,1,Undivided,0,0,2,28,14,0,6,2.00
829-25,0.14,1.46,1.32,11569,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,26,8.67
829-25,0.09,0.14,0.05,11575,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
829-25,0.05,0.09,0.04,11629,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
829-25,1.46,4.29,2.83,11598,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,43,14.33
829-25,0,0.05,0.05,11538,16,6,Urban 4 Lane,1,Undivided,0,0,4,46,11.5,0,8,2.67
829-26,0,3.21,3.21,12992,16,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,26,8.67
829-26,3.21,7.14,3.93,13018,16,7,Urban 4 Lane Divided,4,Divided <30 ft,36,1,4,48,12,0,77,25.67
829-26,13.54,16.02,2.48,12959,16,7,Urban 4 Lane Divided,4,Divided <30 ft,44,1,4,48,12,0,29,9.67
829-26,9.19,10.49,1.3,12989,16,7,Urban 4 Lane Divided,4,Divided <30 ft,44,1,4,48,12,0,18,6.00
829-26,7.14,9.19,2.05,13014,16,7,Urban 4 Lane Divided,4,Divided <30 ft,44,1,4,48,12,0,44,14.67
829-26,10.49,11.78,1.29,13032,16,7,Urban 4 Lane Divided,4,Divided <30 ft,44,1,4,48,12,0,31,10.33
829-26,11.78,13.54,1.76,13100,16,7,Urban 4 Lane Divided,4,Divided <30 ft,44,1,4,48,12,0,10,3.33
829-27,0,0.08,0.08,5533,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
829-28,0.09,3.15,3.06,15015,16,7,Urban 4 Lane Divided,4,Divided <30 ft,19,1,4,48,12,0,20,6.67
829-28,0,0.09,0.09,14700,16,7,Urban 4 Lane Divided,4,Divided <30 ft,20,1,4,48,12,0,1,0.33
829-29,0,1.32,1.32,7588,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,16,5.33
829-29,1.32,1.41,0.09,7850,16,5,Urban 2 Lane,1,Undivided,0,0,2,32,16,0,4,1.33
829-30,0,0.44,0.44,1770,19,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
829-31,0,1.3,1.3,4153,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,17,5.67
829-32,0,7.6,7.6,10000,16,5,Urban 2 Lane,,,0,0,2,24,12,0,24,8.00
830-01,0,4.51,4.51,185,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
830-05,1.24,1.93,0.69,1580,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,2,0.67
830-05,2.73,3.16,0.43,1630,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,1,0.33
830-05,0,1.24,1.24,1963,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,3,1.00
830-08,0,0.17,0.17,2600,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
830-08,2.14,3.47,1.33,2514,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
830-08,0.17,2.14,1.97,2517,7,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
830-09,3.11,0,3.11,1527,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
830-10,1.84,0,1.84,360,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
830-11,3.82,0,3.82,221,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
830-16,1.69,3.68,1.99,230,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
830-16,0,1.49,1.49,320,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
830-17,0,1.03,1.03,3900,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,9,3.00
830-17,0,1.03,1.03,6800,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
830-19,0.92,3.24,2.32,175,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,2,0.67
831-03,0,4.5,4.5,350,9,1,Rural 2 Lane,1,Undivided,0,0,2,18,9,0,2,0.67
831-04,0,6.56,6.56,129,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
831-05,0.82,8.21,7.39,983,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
831-05,0,0.78,0.78,985,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,4,1.33
831-06,0,7.04,7.04,280,8,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
831-07,0.22,2.06,1.84,1860,7,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
831-07,2.06,2.73,0.67,1830,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,1,0.33
831-07,6.12,6.42,0.3,3200,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
831-07,6.42,7.22,0.8,3200,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,4,1.33
831-07,7.22,8.26,1.04,3500,16,6,Urban 4 Lane,1,Undivided,0,0,4,50,12.5,0,15,5.00
831-07,8.26,8.52,0.26,3500,16,6,Urban 4 Lane,1,Undivided,0,0,4,50,12.5,0,7,2.33
831-07,8.52,8.8,0.28,8175,16,6,Urban 4 Lane,1,Undivided,0,0,4,50,12.5,0,8,2.67
831-07,8.8,8.83,0.03,8150,16,6,Urban 4 Lane,1,Undivided,0,0,6,60,10,0,2,0.67
831-12,1.09,1.34,0.25,1690,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
831-12,0.72,1.09,0.37,1710,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
831-12,1.34,2.06,0.72,1716,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
831-12,0.25,0.72,0.47,1730,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
831-13,2.78,5.29,2.51,1270,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
831-13,0,1.11,1.11,1830,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
831-13,1.11,2.28,1.17,1830,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
831-13,2.28,2.78,0.5,3133,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
831-14,0,0.78,0.78,1270,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,2,0.67
831-14,0.78,3.31,2.53,1270,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,7,2.33
831-16,2.26,2.74,0.48,8000,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
831-19,0.99,1.34,0.35,3000,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
831-19,0,0.99,0.99,3014,17,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
831-19,1.34,1.46,0.12,3000,17,5,Urban 2 Lane,1,Undivided,0,0,2,25,12.5,0,1,0.33
831-19,1.5,1.76,0.26,7567,14,5,Urban 2 Lane,1,Undivided,0,0,2,27,13.5,0,6,2.00
831-19,1.46,1.5,0.04,7800,14,6,Urban 4 Lane,1,Undivided,0,0,4,39,9.75,0,1,0.33
832-01,0,6.63,6.63,604,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,7,2.33
832-02,5.65,9.78,4.13,8486,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,28,9.33
832-02,5.42,5.65,0.23,8400,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,3,1.00
832-02,0.08,5.42,5.34,8568,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,118,39.33
832-02,0,0.08,0.08,8383,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,6,2.00
832-04,0,4.01,4.01,1248,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,9,3.00
832-05,0,3.03,3.03,7700,14,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
832-05,0,3.03,3.03,8467,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,90,30.00
832-06,0,1.82,1.82,2382,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
832-08,0,2.65,2.65,1075,9,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,10,3.33
832-10,5.44,8.04,2.6,1553,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,9,3.00
832-10,8.04,12.54,4.5,1540,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,19,6.33
832-10,4.16,5.44,1.28,1562,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,12,4.00
832-10,0,4.16,4.16,6868,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,84,28.00
832-11,0,1.17,1.17,15531,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,91,30.33
832-12,3.76,5.41,1.65,7114,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,7,2.33
832-12,0,3.76,3.76,7153,8,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,30,10.00
832-12,10.2,10.28,0.08,7044,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,18,6.00
832-12,9.35,10.2,0.85,7075,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,16,5.33
832-12,9.17,9.35,0.18,7089,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,9,3.00
832-12,8.46,9.17,0.71,7023,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,13,4.33
832-12,5.41,6.59,1.18,7075,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,4,1.33
832-12,6.59,8.46,1.87,7140,17,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,20,6.67
832-13,2.44,2.62,0.18,9367,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,3,1.00
832-13,3.72,4.42,0.7,9837,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,27,9.00
832-13,0,1.91,1.91,9956,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,48,16.00
832-13,1.91,2.44,0.53,9975,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
832-13,2.62,3.56,0.94,9795,16,6,Urban 4 Lane,1,Undivided,0,0,4,48,12,0,21,7.00
832-14,0.82,0.69,0.13,8300,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
832-14,0.69,0,0.69,9729,16,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,21,7.00
832-14,1.54,0.82,0.72,10988,16,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,16,5.33
832-15,1.18,1.58,0.4,7118,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,28,9.33
832-15,0.77,1.18,0.41,7189,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,9,3.00
832-15,0,0.77,0.77,7361,16,5,Urban 2 Lane,1,Undivided,0,0,2,22,11,0,18,6.00
832-17,1.39,0,1.39,7300,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
832-18,5.14,8.86,3.72,991,8,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,11,3.67
832-18,0.2,5.1,4.9,3233,8,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,18,6.00
832-19,0,3.78,3.78,970,8,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,2,0.67
832-19,3.78,5.9,2.12,1040,8,1,Rural 2 Lane,1,Undivided,0,0,2,26,13,0,1,0.33
832-20,2.51,6.82,4.31,2300,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,18,6.00
832-20,0,2.51,2.51,2400,9,1,Rural 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
832-20,6.82,7.19,0.37,2300,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,3,1.00
832-20,7.27,7.55,0.28,2300,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
832-21,0,3.41,3.41,877,9,1,Rural 2 Lane,1,Undivided,0,0,2,22,11,0,9,3.00
832-22,0,0.15,0.15,2600,17,5,Urban 2 Lane,1,Undivided,0,0,2,24,12,0,1,0.33
832-23,0,1.33,1.33,5329,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,7,2.33
832-24,0,0.81,0.81,2300,19,5,Urban 2 Lane,1,Undivided,0,0,2,18,9,0,1,0.33
832-25,0,0.38,0.38,1900,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,1,0.33
832-25,0.8,1.59,0.79,1905,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
832-25,0.38,0.8,0.42,1930,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,2,0.67
832-26,0,0.75,0.75,2880,8,1,Rural 2 Lane,1,Undivided,0,0,2,24,12,0,5,1.67
832-29,0,0.64,0.64,6775,16,5,Urban 2 Lane,1,Undivided,0,0,2,26,13,0,16,5.33
832-29,0.64,6.27,5.63,6911,16,5,Urban 2 Lane,1,Undivided,0,0,2,26,13,0,95,31.67
832-30,0,0.69,0.69,1577,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,6,2.00
832-31,0,1.4,1.4,6831,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,16,5.33
832-31,1.4,1.82,0.42,6855,19,5,Urban 2 Lane,1,Undivided,0,0,2,20,10,0,11,3.67
832-32,2.2,2.54,0.34,27696,14,6,Urban 4 Lane,3,1 Way Couplet,30,0,6,72,12,0,46,15.33
832-32,1.33,2.2,0.87,27743,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,146,48.67
832-32,0.78,1.33,0.55,47405,14,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,132,44.00
832-32,0,0.48,0.48,47619,16,7,Urban 4 Lane Divided,9,Continuous Turn Lane,0,0,4,48,12,0,75,25.00
832-32,0.64,0.78,0.14,47276,14,7,Urban 4 Lane Divided,4,Divided <30 ft,12,1,4,48,12,0,45,15.00
